ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001724714-18-000003,https://www.sec.gov/Archives/edgar/data/1724714/000172471418000003/amendedgryphonfilingpackage.pdf,"Gryphon Online Safety, Inc.",1724714,020-23919,"725,000",C/A,20180117
0001724714-18-000005,https://www.sec.gov/Archives/edgar/data/1724714/000172471418000005/formcar.pdf,"Gryphon Online Safety, Inc.",1724714,020-23919,"725,000",C-AR,20180430
0001649856-19-000003,https://www.sec.gov/Archives/edgar/data/1724714/000164985619000003/gryphoncarallexhibits.pdf,"Gryphon Online Safety, Inc.",1724714,020-23919,"725,000",C-AR,20190430
0001724714-20-000001,https://www.sec.gov/Archives/edgar/data/1724714/000172471420000001/gryphonformcar.pdf,"Gryphon Online Safety, Inc.",1724714,020-23919,"725,000",C-AR,20200611
0001724740-17-000001,https://www.sec.gov/Archives/edgar/data/1724740/000172474017000001/formc.pdf,YouNow Services LLC,1724740,020-23846,"1,070,000",C,20171211
0001724740-17-000003,https://www.sec.gov/Archives/edgar/data/1724740/000172474017000003/formca.pdf,YouNow Services LLC,1724740,020-23846,"1,070,000",C/A,20171211
0001724740-18-000002,https://www.sec.gov/Archives/edgar/data/1724740/000172474018000002/formcar.pdf,YouNow Services LLC,1724740,020-23846,"1,070,000",C-AR,20180430
0001724740-19-000005,https://www.sec.gov/Archives/edgar/data/1724740/000172474019000005/FormCAR-A.pdf,"YouNow Services, LLC",1724740,020-23846,"1,070,000",C-AR/A,20190517
0001724862-17-000001,https://www.sec.gov/Archives/edgar/data/1724862/000172486217000001/page5.pdf,"PST Evergreen Investment, Inc.",1724862,020-23885,"174,000",C,20171227
0001724862-18-000002,https://www.sec.gov/Archives/edgar/data/1724862/000172486218000002/document.pdf,"PST Evergreen Investment, Inc.",1724862,020-23885,"174,000",C-AR,20180427
0001725124-18-000001,https://www.sec.gov/Archives/edgar/data/1725124/000172512418000001/formc.pdf,"Rhymella, Inc.",1725124,020-23978,"91,459",C,20180208
0001725124-18-000003,https://www.sec.gov/Archives/edgar/data/1725124/000172512418000003/formc.pdf,"Rhymella, Inc.",1725124,020-23978,"91,459",C/A,20180212
0001725124-19-000001,https://www.sec.gov/Archives/edgar/data/1725124/000172512419000001/rhymellaformc.pdf,"Rhymella, Inc",1725124,020-23978,"91,459",C-AR,20190320
0001665160-17-000698,https://www.sec.gov/Archives/edgar/data/1725162/000166516017000698/offeringmemoformc.pdf,PerFIcT Inc.,1725162,020-23869,"24,660.00",C,20171220
0001665160-17-000698,https://www.sec.gov/Archives/edgar/data/1725162/000166516017000698/offeringmemoformc.pdf,PerFIcT Inc.,1725162,020-23869,"23,940.00",C,20171220
0001665160-17-000698,https://www.sec.gov/Archives/edgar/data/1725162/000166516017000698/offeringmemoformc.pdf,PerFIcT Inc.,1725162,020-23869,"29,505",C,20171220
0001725245-18-000002,https://www.sec.gov/Archives/edgar/data/1725245/000172524518000002/formc.pdf,Preemadonna Inc.,1725245,020-23974,"39,408",C,20180207
0001725245-19-000002,https://www.sec.gov/Archives/edgar/data/1725245/000172524519000002/formcarandexhibit.pdf,Preemadonna Inc.,1725245,020-23974,"39,408",C-AR,20190430
0001725458-18-000001,https://www.sec.gov/Archives/edgar/data/1725458/000172545818000001/page3.pdf,"California 88, LLC",1725458,020-23976,"125,000",C,20180208
0001725458-18-000003,https://www.sec.gov/Archives/edgar/data/1725458/000172545818000003/page2.pdf,"California 88, LLC",1725458,020-23976,"125,000",C/A,20180227
0001725458-19-000001,https://www.sec.gov/Archives/edgar/data/1725458/000172545819000001/cali88fs.pdf,"California 88, LLC",1725458,020-23976,"125,000",C-AR,20190501
0001669191-18-000009,https://www.sec.gov/Archives/edgar/data/1725567/000166919118000009/pitchdeck.pdf,Neurotez Inc.,1725567,020-23894,"95,809",C,20180103
0001725567-19-000003,https://www.sec.gov/Archives/edgar/data/1725567/000172556719000003/A1fill.pdf,Neurotez Inc.,1725567,020-23894,"95,809",C-AR,20190211
0001669191-18-000046,https://www.sec.gov/Archives/edgar/data/1725746/000166919118000046/pitchdeck.pdf,Leo Aerospace LLC,1725746,020-23949,"221,569",C,20180126
0001669191-18-000221,https://www.sec.gov/Archives/edgar/data/1725746/000166919118000221/pitchdeck.pdf,Leo Aerospace LLC,1725746,020-23949,"221,569",C/A,20180424
0001669191-19-000133,https://www.sec.gov/Archives/edgar/data/1725746/000166919119000133/2018_Annual_Report.pdf,Leo Aerospace LLC,1725746,020-23949,"221,569",C-AR,20190424
0001665160-18-000295,https://www.sec.gov/Archives/edgar/data/1725804/000166516018000295/offeringmemoformc.pdf,"Minthealth, Inc.",1725804,020-24178,"152,741.00",C,20180419
0001665160-18-000684,https://www.sec.gov/Archives/edgar/data/1725804/000166516018000684/minthealth_updatedoffering.pdf,MintHealth Inc.,1725804,020-24178,"152,741.00",C/A,20180712
0001725941-18-000001,https://www.sec.gov/Archives/edgar/data/1725941/000172594118000001/mugatunesformc.pdf,Mugatunes Inc.,1725941,020-24211,"93,950",C,20180426
0001725941-18-000003,https://www.sec.gov/Archives/edgar/data/1725941/000172594118000003/mugaformca.pdf,Mugatunes Inc.,1725941,020-24211,"93,950",C/A,20180620
0001725941-19-000001,https://www.sec.gov/Archives/edgar/data/1725941/000172594119000001/formc-ar.pdf,Drew Meagher,1725941,020-24211,"93,950",C-AR,20190430
0001725941-20-000001,https://www.sec.gov/Archives/edgar/data/1725941/000172594120000001/mugatunesformcar.pdf,Mugatunes Inc.,1725941,020-24211,"93,950",C-AR,20200430
0001726190-17-000001,https://www.sec.gov/Archives/edgar/data/1726190/000172619017000001/invpres5.pdf,Compassion Massage Therapeutic Clinic LLC,1726190,020-23887,"106,900",C,20171227
0001726190-18-000001,https://www.sec.gov/Archives/edgar/data/1726190/000172619018000001/2017financials3.pdf,Compassion Massage Therapeutic Clinic LLC,1726190,020-23887,"106,900",C/A,20180409
0001726531-18-000001,https://www.sec.gov/Archives/edgar/data/1726531/000172653118000001/formc.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C,20180116
0001726531-18-000003,https://www.sec.gov/Archives/edgar/data/1726531/000172653118000003/formc.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C/A,20180116
0001726531-18-000005,https://www.sec.gov/Archives/edgar/data/1726531/000172653118000005/formc.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C/A,20180309
0001726531-18-000006,https://www.sec.gov/Archives/edgar/data/1726531/000172653118000006/formc-ar.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C-AR,20180426
0001726531-18-000008,https://www.sec.gov/Archives/edgar/data/1726531/000172653118000008/FormCARA.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C-AR,20180430
0001726531-19-000002,https://www.sec.gov/Archives/edgar/data/1726531/000172653119000002/formc-ar.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C-AR,20190426
0001726531-20-000003,https://www.sec.gov/Archives/edgar/data/1726531/000172653120000003/formc-ar.pdf,"Unlimited Tomorrow, Inc.",1726531,020-23918,"870,511",C-AR,20200429
0001726537-18-000001,https://www.sec.gov/Archives/edgar/data/1726537/000172653718000001/formc.pdf,"Pistil & Pollen, LLC",1726537,020-23945,"189,522",C,20180126
0001726537-19-000003,https://www.sec.gov/Archives/edgar/data/1726537/000172653719000003/formcarpistilpollen.pdf,"Pistil & Pollen, LLC",1726537,020-23945,"189,522",C-AR,20190502
0001726537-20-000004,https://www.sec.gov/Archives/edgar/data/1726537/000172653720000004/2020PistilandPollenCAR.pdf,"Pistil & Pollen, LLC",1726537,020-23945,"189,522",C-AR,20200501
0001793344-20-000008,https://www.sec.gov/Archives/edgar/data/1726537/000179334420000008/pistilpollenformc.pdf,"Pistil & Pollen, LLC",1726537,020-26015,"348,783",C,20200114
0001726635-18-000001,https://www.sec.gov/Archives/edgar/data/1726635/000172663518000001/formc.pdf,theCut LLC,1726635,020-23922,"98,503",C,20180118
0001726635-18-000005,https://www.sec.gov/Archives/edgar/data/1726635/000172663518000005/formc-ar.pdf,theCut LLC,1726635,020-23922,"98,503",C-AR,20180601
0001726635-19-000002,https://www.sec.gov/Archives/edgar/data/1726635/000172663519000002/formc-ar.pdf,theCut LLC,1726635,020-23922,"98,503",C-AR,20190430
0001726635-20-000001,https://www.sec.gov/Archives/edgar/data/1726635/000172663520000001/formc-ar.pdf,theCut Inc.,1726635,020-23922,"98,503",C-AR,20200421
0001665160-17-000720,https://www.sec.gov/Archives/edgar/data/1726640/000166516017000720/offeringmemoformc.pdf,"MedChain, Inc.",1726640,020-23889,"467,396.00",C,20171229
0001665160-18-000130,https://www.sec.gov/Archives/edgar/data/1726640/000166516018000130/medchain_offering.pdf,MedChain Inc,1726640,020-23889,"467,396.00",C/A,20180228
0001665160-19-000481,https://www.sec.gov/Archives/edgar/data/1726640/000166516019000481/form_car.pdf,"MedChain, Inc.",1726640,020-23889,"467,396.00",C-AR,20190430
0001669191-18-000021,https://www.sec.gov/Archives/edgar/data/1726677/000166919118000021/corporatebylaws.pdf,Undercurrent VR INC,1726677,020-23928,"13,350",C,20180122
0001669191-18-000211,https://www.sec.gov/Archives/edgar/data/1726677/000166919118000211/corporatebylaws.pdf,Undercurrent VR INC,1726677,020-23928,"13,350",C/A,20180419
0001669191-18-000003,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000003/pitchdeck.pdf,"CARROT pass, LLC",1726753,020-23892,"41,880",C,20180102
0001669191-18-000003,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000003/pitchdeck.pdf,"CARROT pass, LLC",1726753,020-23892,"21,712",C,20180102
0001669191-18-000011,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000011/pitchdeck.pdf,"CARROT pass, LLC",1726753,020-23892,"41,880",C/A,20180103
0001669191-18-000011,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000011/pitchdeck.pdf,"CARROT pass, LLC",1726753,020-23892,"21,712",C/A,20180103
0001669191-18-000506,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000506/otherfinancial.pdf,"CARROT pass, LLC",1726753,020-23892,"41,880",C/A,20181115
0001669191-18-000506,https://www.sec.gov/Archives/edgar/data/1726753/000166919118000506/otherfinancial.pdf,"CARROT pass, LLC",1726753,020-23892,"21,712",C/A,20181115
0001727168-18-000001,https://www.sec.gov/Archives/edgar/data/1727168/000172716818000001/formc.pdf,Hackrod Inc.,1727168,020-23923,"171,639.04",C,20180118
0001727168-18-000003,https://www.sec.gov/Archives/edgar/data/1727168/000172716818000003/formc.pdf,Hackrod Inc.,1727168,020-23923,"171,639.04",C/A,20180309
0001690042-18-000003,https://www.sec.gov/Archives/edgar/data/1727168/000169004218000003/Hackrod_FormC-AR.pdf,Hackrod Inc,1727168,020-23923,"171,639.04",C-AR,20180430
0001727168-19-000001,https://www.sec.gov/Archives/edgar/data/1727168/000172716819000001/formc-ar.pdf,Hackrod Inc.,1727168,020-23923,"171,639.04",C-AR,20190501
0001727471-18-000001,https://www.sec.gov/Archives/edgar/data/1727471/000172747118000001/formc.pdf,Emerald Metrics LLC,1727471,020-23931,"360,000",C,20180122
0001727471-18-000003,https://www.sec.gov/Archives/edgar/data/1727471/000172747118000003/formca.pdf,Emerald Metrics LLC,1727471,020-23931,"360,000",C/A,20180124
0001747584-20-000002,https://www.sec.gov/Archives/edgar/data/1727750/000174758420000002/NEIF_ClimateAction.pdf,"National Energy Improvement Fund, LLC",1727750,020-26630,"116,000",C,20200713
0001747584-20-000003,https://www.sec.gov/Archives/edgar/data/1727750/000174758420000003/NEIFClimateAct2.pdf,"National Energy Improvement Fund, LLC",1727750,020-26771,"66,000",C,20200817
0001665160-18-000222,https://www.sec.gov/Archives/edgar/data/1727821/000166516018000222/offeringmemoformc.pdf,EpigenCare Inc.,1727821,020-24103,"36,700.80",C,20180320
0001665160-18-000222,https://www.sec.gov/Archives/edgar/data/1727821/000166516018000222/offeringmemoformc.pdf,EpigenCare Inc.,1727821,020-24103,"28,500.80",C,20180320
0001665160-18-000358,https://www.sec.gov/Archives/edgar/data/1727821/000166516018000358/epigen_amendment.pdf,EpigenCare Inc.,1727821,020-24103,"36,700.80",C/A,20180430
0001665160-18-000358,https://www.sec.gov/Archives/edgar/data/1727821/000166516018000358/epigen_amendment.pdf,EpigenCare Inc.,1727821,020-24103,"28,500.80",C/A,20180430
0001665160-19-000815,https://www.sec.gov/Archives/edgar/data/1727821/000166516019000815/form_car.pdf,EpigenCare Inc.,1727821,020-24103,"36,700.80",C-AR,20190730
0001665160-19-000815,https://www.sec.gov/Archives/edgar/data/1727821/000166516019000815/form_car.pdf,EpigenCare Inc.,1727821,020-24103,"28,500.80",C-AR,20190730
0001665160-18-000070,https://www.sec.gov/Archives/edgar/data/1727925/000166516018000070/offeringmemoformc.pdf,"NetObjex, INC.",1727925,020-23951,"106,429.20",C,20180129
0001665160-18-000070,https://www.sec.gov/Archives/edgar/data/1727925/000166516018000070/offeringmemoformc.pdf,"NetObjex, INC.",1727925,020-23951,"106,695.30",C,20180129
0001665160-18-000070,https://www.sec.gov/Archives/edgar/data/1727925/000166516018000070/offeringmemoformc.pdf,"NetObjex, INC.",1727925,020-23951,"106,695.3",C,20180129
0001665160-19-000407,https://www.sec.gov/Archives/edgar/data/1727925/000166516019000407/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,429.20",C-AR,20190425
0001665160-19-000407,https://www.sec.gov/Archives/edgar/data/1727925/000166516019000407/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,695.30",C-AR,20190425
0001665160-19-000407,https://www.sec.gov/Archives/edgar/data/1727925/000166516019000407/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,695.3",C-AR,20190425
0001665160-20-000136,https://www.sec.gov/Archives/edgar/data/1727925/000166516020000136/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,429.20",C-AR,20200219
0001665160-20-000136,https://www.sec.gov/Archives/edgar/data/1727925/000166516020000136/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,695.30",C-AR,20200219
0001665160-20-000136,https://www.sec.gov/Archives/edgar/data/1727925/000166516020000136/form_car.pdf,"NetObjex, Inc.",1727925,020-23951,"106,695.3",C-AR,20200219
0001665160-18-001219,https://www.sec.gov/Archives/edgar/data/1727925/000166516018001219/offeringmemoformc.pdf,"NetObjex, Inc.",1727925,020-24900,"25,419.45",C,20181114
0001665160-18-001219,https://www.sec.gov/Archives/edgar/data/1727925/000166516018001219/offeringmemoformc.pdf,"NetObjex, Inc.",1727925,020-24900,"25,119.45",C,20181114
0001669191-18-000106,https://www.sec.gov/Archives/edgar/data/1728057/000166919118000106/corporatebylaws.pdf,Atmos Digital Inc,1728057,020-24000,"50,443",C,20180220
0001669191-18-000109,https://www.sec.gov/Archives/edgar/data/1728057/000166919118000109/corporatebylaws.pdf,Atmos Digital Inc,1728057,020-24000,"50,443",C/A,20180222
0001728559-19-000001,https://www.sec.gov/Archives/edgar/data/1728559/000172855919000001/convertedformc.pdf,Totle Inc.,1728559,020-25231,"147,577",C,20190308
0001728559-19-000002,https://www.sec.gov/Archives/edgar/data/1728559/000172855919000002/convertedformc.pdf,Totle Inc.,1728559,020-25231,"147,577",C/A,20190322
0001728559-20-000001,https://www.sec.gov/Archives/edgar/data/1728559/000172855920000001/totleformcarconverted.pdf,Totle Inc.,1728559,020-25231,"147,577",C-AR,20200429
0001728560-18-000001,https://www.sec.gov/Archives/edgar/data/1728560/000172856018000001/syntouchpackage.pdf,"SynTouch, Inc.",1728560,020-24054,"837,500",C,20180308
0001728560-18-000004,https://www.sec.gov/Archives/edgar/data/1728560/000172856018000004/syntouchcar.pdf,"SynTouch, Inc.",1728560,020-24054,"837,500",C-AR,20180514
0001728560-19-000002,https://www.sec.gov/Archives/edgar/data/1728560/000172856019000002/FormC1.pdf,"SynTouch, Inc.",1728560,020-24054,"837,500",C-AR,20190425
0001728560-20-000004,https://www.sec.gov/Archives/edgar/data/1728560/000172856020000004/STINCFormCAR20200430.pdf,"SynTouch, Inc.",1728560,020-24054,"837,500",C-AR,20200429
0001728560-20-000005,https://www.sec.gov/Archives/edgar/data/1728560/000172856020000005/STINCFormCAR20200430.pdf,"SynTouch, Inc.",1728560,020-24054,"837,500",C-AR/A,20200501
0001670254-18-000052,https://www.sec.gov/Archives/edgar/data/1728664/000167025418000052/document_13.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C,20180223
0001670254-18-000054,https://www.sec.gov/Archives/edgar/data/1728664/000167025418000054/document_13.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C/A,20180226
0001670254-18-000099,https://www.sec.gov/Archives/edgar/data/1728664/000167025418000099/document_13.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C/A,20180328
0001670254-18-000191,https://www.sec.gov/Archives/edgar/data/1728664/000167025418000191/document_13.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C/A,20180430
0001728664-19-000007,https://www.sec.gov/Archives/edgar/data/1728664/000172866419000007/document_21.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C-AR,20190927
0001104659-20-073517,https://www.sec.gov/Archives/edgar/data/1728664/000110465920073517/financialstatements_2019.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C-AR,20200616
0001104659-20-073860,https://www.sec.gov/Archives/edgar/data/1728664/000110465920073860/financialstatements_2018.pdf,Orthogonal Thinker Inc.,1728664,020-24008,"265,202.00",C-AR/A,20200617
0001670254-18-000526,https://www.sec.gov/Archives/edgar/data/1728664/000167025418000526/document_8.pdf,Orthogonal Thinker Inc.,1728664,020-24875,"145,950.00",C,20181108
0001728670-18-000001,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000001/crownmobformC.pdf,CrownMob Inc.,1728670,020-23975,"30,039",C,20180207
0001728670-18-000001,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000001/crownmobformC.pdf,CrownMob Inc.,1728670,020-23975,25,C,20180207
0001728670-18-000004,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000004/JordanCroneResume.pdf,CrownMob Inc.,1728670,020-23975,"30,039",C/A,20180208
0001728670-18-000004,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000004/JordanCroneResume.pdf,CrownMob Inc.,1728670,020-23975,25,C/A,20180208
0001728670-18-000006,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000006/crownmob_perks_agreement.pdf,CrownMob Inc.,1728670,020-23975,"30,039",C/A,20180215
0001728670-18-000006,https://www.sec.gov/Archives/edgar/data/1728670/000172867018000006/crownmob_perks_agreement.pdf,CrownMob Inc.,1728670,020-23975,25,C/A,20180215
